danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,track_href,analysis_url,duration_ms,time_signature,name,artist,link,popularity,genres
0.706,0.886,11,-3.432,1,0.0603,0.00071,0.396,0.117,0.75,117.976,3rc3BWLhFGj5ewNLJaOUAQ,https://api.spotify.com/v1/tracks/3rc3BWLhFGj5ewNLJaOUAQ,https://api.spotify.com/v1/audio-analysis/3rc3BWLhFGj5ewNLJaOUAQ,213559,4,Groovin',Flamingosis,https://open.spotify.com/track/3rc3BWLhFGj5ewNLJaOUAQ,50,"chillhop, future funk"
0.865,0.762,0,-7.444,1,0.0762,0.0166,0.795,0.0233,0.896,118.005,3ceihRUljV1eSM1plIjsB6,https://api.spotify.com/v1/tracks/3ceihRUljV1eSM1plIjsB6,https://api.spotify.com/v1/audio-analysis/3ceihRUljV1eSM1plIjsB6,205465,4,Lover Chanting - Edit,Little Dragon,https://open.spotify.com/track/3ceihRUljV1eSM1plIjsB6,51,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop"
0.811,0.238,9,-9.032,0,0.0629,0.00805,0.933,0.0821,0.672,114.986,5H8KpFEURomwHFoNLErs8c,https://api.spotify.com/v1/tracks/5H8KpFEURomwHFoNLErs8c,https://api.spotify.com/v1/audio-analysis/5H8KpFEURomwHFoNLErs8c,167216,4,Celica Supra,Harrison,https://open.spotify.com/track/5H8KpFEURomwHFoNLErs8c,17,"future funk, toronto indie"
0.889,0.442,2,-9.555,1,0.278,0.0025,0.00258,0.0893,0.258,128.087,6rb7nEk3fTjFezewhg2A4a,https://api.spotify.com/v1/tracks/6rb7nEk3fTjFezewhg2A4a,https://api.spotify.com/v1/audio-analysis/6rb7nEk3fTjFezewhg2A4a,146250,4,Crystal Energy,Aiden Williams,https://open.spotify.com/track/6rb7nEk3fTjFezewhg2A4a,30,
0.711,0.468,5,-17.63,1,0.15,0.0129,0.0562,0.714,0.556,169.974,267DliVFe67u89luc9v6UD,https://api.spotify.com/v1/tracks/267DliVFe67u89luc9v6UD,https://api.spotify.com/v1/audio-analysis/267DliVFe67u89luc9v6UD,237195,4,Get Shaky,KXXMA,https://open.spotify.com/track/267DliVFe67u89luc9v6UD,69,nu gabber
0.631,0.858,2,-4.895,1,0.178,0.00793,0.000988,0.501,0.337,160.046,0vBOyqICis94fkSwJbfUeF,https://api.spotify.com/v1/tracks/0vBOyqICis94fkSwJbfUeF,https://api.spotify.com/v1/audio-analysis/0vBOyqICis94fkSwJbfUeF,186410,4,TOO COLD,Sickmode,https://open.spotify.com/track/0vBOyqICis94fkSwJbfUeF,66,"gym hardstyle, frenchcore, rawstyle, xtra raw"
0.61,0.918,0,-4.817,1,0.0298,6.42e-05,0.0853,0.273,0.415,127.864,3cJh89D0za2SW705fNBo3b,https://api.spotify.com/v1/tracks/3cJh89D0za2SW705fNBo3b,https://api.spotify.com/v1/audio-analysis/3cJh89D0za2SW705fNBo3b,285533,4,Where's Your Head At,Basement Jaxx,https://open.spotify.com/track/3cJh89D0za2SW705fNBo3b,66,"alternative dance, big beat, electronica, filter house"
0.646,0.865,0,-8.707,1,0.0698,0.000407,0.0228,0.124,0.221,130.0,09Rv6ctDE0t9z8zk5FINg8,https://api.spotify.com/v1/tracks/09Rv6ctDE0t9z8zk5FINg8,https://api.spotify.com/v1/audio-analysis/09Rv6ctDE0t9z8zk5FINg8,200572,4,Danielle (smile on my face),Fred again..,https://open.spotify.com/track/09Rv6ctDE0t9z8zk5FINg8,72,"edm, house, stutter house, new jersey rap"
0.789,0.502,5,-12.263,0,0.0517,0.299,0.917,0.0786,0.708,121.02,11lbXJg7UJGxZrJnEMLlHL,https://api.spotify.com/v1/tracks/11lbXJg7UJGxZrJnEMLlHL,https://api.spotify.com/v1/audio-analysis/11lbXJg7UJGxZrJnEMLlHL,388484,3,Yamaha,Aleksandir,https://open.spotify.com/track/11lbXJg7UJGxZrJnEMLlHL,48,ambient house
0.707,0.87,0,-6.66,0,0.0298,0.00184,6.65e-05,0.292,0.669,119.979,3gGMsx3jxYKfhXq8LMj1tz,https://api.spotify.com/v1/tracks/3gGMsx3jxYKfhXq8LMj1tz,https://api.spotify.com/v1/audio-analysis/3gGMsx3jxYKfhXq8LMj1tz,242960,4,Vanished,Crystal Castles,https://open.spotify.com/track/3gGMsx3jxYKfhXq8LMj1tz,69,"alternative dance, bitpop, digital hardcore, indietronica, neo-synthpop, new rave, nintendocore"
0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286,4,Where Are Ü Now (with Justin Bieber),Jack Ü,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,76,"edm, electro house, pop dance, brostep, complextro, edm, electro, pop dance, dance pop, edm, electro house, moombahton, pop dance, canadian pop, pop"
0.745,0.85,6,-3.903,0,0.075,0.000285,0.0392,0.118,0.54,138.03,6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/tracks/6tifCCTIVBLC2TmTquYG7G,https://api.spotify.com/v1/audio-analysis/6tifCCTIVBLC2TmTquYG7G,188261,4,Fine Day Anthem,Skrillex,https://open.spotify.com/track/6tifCCTIVBLC2TmTquYG7G,74,"brostep, complextro, edm, electro, pop dance, alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave, ambient house, dream trance, hardcore techno, hip house"
0.679,0.95,2,-2.247,1,0.0373,0.0148,0.00205,0.43,0.12,107.994,223t7TwvWm5PuE1IuWpRZM,https://api.spotify.com/v1/tracks/223t7TwvWm5PuE1IuWpRZM,https://api.spotify.com/v1/audio-analysis/223t7TwvWm5PuE1IuWpRZM,242222,4,BREAK LAW,Dog Blood,https://open.spotify.com/track/223t7TwvWm5PuE1IuWpRZM,50,"brostep, electro house, electronic trap, brostep, complextro, edm, electro, pop dance, alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave"
0.889,0.6,9,-10.603,1,0.144,0.0145,0.0,0.08,0.501,123.978,3YVeaqhSFth8QAL45wO19L,https://api.spotify.com/v1/tracks/3YVeaqhSFth8QAL45wO19L,https://api.spotify.com/v1/audio-analysis/3YVeaqhSFth8QAL45wO19L,126774,4,RATATA,Skrillex,https://open.spotify.com/track/3YVeaqhSFth8QAL45wO19L,59,"brostep, complextro, edm, electro, pop dance, dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop, filter house"
0.672,0.938,6,-5.171,0,0.0369,0.0207,0.654,0.0638,0.0969,126.995,2YhEJoYccyE5wpdAkZWbPk,https://api.spotify.com/v1/tracks/2YhEJoYccyE5wpdAkZWbPk,https://api.spotify.com/v1/audio-analysis/2YhEJoYccyE5wpdAkZWbPk,147402,4,RWEOK?,Disco Lines,https://open.spotify.com/track/2YhEJoYccyE5wpdAkZWbPk,62,stutter house
0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,0Q2YGyMeeZMAvzebtxoQ5f,https://api.spotify.com/v1/tracks/0Q2YGyMeeZMAvzebtxoQ5f,https://api.spotify.com/v1/audio-analysis/0Q2YGyMeeZMAvzebtxoQ5f,242960,4,Vanished,Crystal Castles,https://open.spotify.com/track/0Q2YGyMeeZMAvzebtxoQ5f,66,"alternative dance, bitpop, digital hardcore, indietronica, neo-synthpop, new rave, nintendocore"
0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440,4,Midnight City,M83,https://open.spotify.com/track/1eyzqe2QqGZUmfcPZtrIyt,75,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop"
0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,3cjvqsvvU80g7WJPMVh8iq,https://api.spotify.com/v1/tracks/3cjvqsvvU80g7WJPMVh8iq,https://api.spotify.com/v1/audio-analysis/3cjvqsvvU80g7WJPMVh8iq,255320,4,Genesis,Grimes,https://open.spotify.com/track/3cjvqsvvU80g7WJPMVh8iq,71,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop"
0.827,0.52,8,-8.731,0,0.0537,0.108,0.00351,0.075,0.524,114.998,2DH5l4sVESSkpwV51klSbT,https://api.spotify.com/v1/tracks/2DH5l4sVESSkpwV51klSbT,https://api.spotify.com/v1/audio-analysis/2DH5l4sVESSkpwV51klSbT,420482,4,Bakara,Polo & Pan,https://open.spotify.com/track/2DH5l4sVESSkpwV51klSbT,22,"dark disco, electro-pop francais, french indietronica"
0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035,0Psz3az3RIYfJpnsajBT8N,https://api.spotify.com/v1/tracks/0Psz3az3RIYfJpnsajBT8N,https://api.spotify.com/v1/audio-analysis/0Psz3az3RIYfJpnsajBT8N,190827,3,Nanã,Polo & Pan,https://open.spotify.com/track/0Psz3az3RIYfJpnsajBT8N,66,"dark disco, electro-pop francais, french indietronica"
0.704,0.669,0,-5.691,1,0.0309,0.0862,0.348,0.108,0.305,121.005,7FOQQJNvfC7x8yO6DQBSFO,https://api.spotify.com/v1/tracks/7FOQQJNvfC7x8yO6DQBSFO,https://api.spotify.com/v1/audio-analysis/7FOQQJNvfC7x8yO6DQBSFO,169267,4,Ani Kuni - Edit,Polo & Pan,https://open.spotify.com/track/7FOQQJNvfC7x8yO6DQBSFO,59,"dark disco, electro-pop francais, french indietronica"
0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/tracks/33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/audio-analysis/33yAEqzKXexYM3WlOYtTfQ,242267,4,D.A.N.C.E,Justice,https://open.spotify.com/track/33yAEqzKXexYM3WlOYtTfQ,67,"alternative dance, dance-punk, electronica, filter house, indietronica, neo-synthpop, new rave"
0.533,0.9,5,-4.973,0,0.0495,0.00143,0.101,0.129,0.0795,99.983,4YpjWwy0YOz0KZrYD6Wp6f,https://api.spotify.com/v1/tracks/4YpjWwy0YOz0KZrYD6Wp6f,https://api.spotify.com/v1/audio-analysis/4YpjWwy0YOz0KZrYD6Wp6f,220617,4,Violence - Original Mix,Grimes,https://open.spotify.com/track/4YpjWwy0YOz0KZrYD6Wp6f,18,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop, electro house"
0.784,0.955,6,-9.211,1,0.057,0.00115,0.924,0.0994,0.507,126.258,0ULiCJAR2lmaHrXvs3exRm,https://api.spotify.com/v1/tracks/0ULiCJAR2lmaHrXvs3exRm,https://api.spotify.com/v1/audio-analysis/0ULiCJAR2lmaHrXvs3exRm,285148,3,Birth4000,Floating Points,https://open.spotify.com/track/0ULiCJAR2lmaHrXvs3exRm,54,"electronica, future garage, intelligent dance music, wonky"
0.895,0.453,0,-13.987,1,0.0756,0.00196,0.374,0.0982,0.257,122.151,0KQh7AuuZvpTKWhcJa8Pbr,https://api.spotify.com/v1/tracks/0KQh7AuuZvpTKWhcJa8Pbr,https://api.spotify.com/v1/audio-analysis/0KQh7AuuZvpTKWhcJa8Pbr,239227,4,Funkytown,Lipps Inc.,https://open.spotify.com/track/0KQh7AuuZvpTKWhcJa8Pbr,58,"disco, minneapolis sound, synthpop"
0.689,0.675,0,-16.248,1,0.0434,0.0127,0.647,0.0987,0.937,128.1,4rS63BySQrdWuTswkkZ5iS,https://api.spotify.com/v1/tracks/4rS63BySQrdWuTswkkZ5iS,https://api.spotify.com/v1/audio-analysis/4rS63BySQrdWuTswkkZ5iS,493600,4,I Feel Love,Donna Summer,https://open.spotify.com/track/4rS63BySQrdWuTswkkZ5iS,54,"disco, hi-nrg, new wave pop, soft rock"
0.428,0.641,0,-8.131,1,0.0296,0.00884,0.111,0.122,0.208,109.356,0YBA7eO8kqEzUoC6zAEutF,https://api.spotify.com/v1/tracks/0YBA7eO8kqEzUoC6zAEutF,https://api.spotify.com/v1/audio-analysis/0YBA7eO8kqEzUoC6zAEutF,337240,4,M.E.,Gary Numan,https://open.spotify.com/track/0YBA7eO8kqEzUoC6zAEutF,50,"new romantic, new wave, permanent wave, synthpop"
0.651,0.533,9,-9.81,1,0.114,0.144,1.64e-05,0.0884,0.462,127.84,7FcLgWXLFyAmDrKXIDNwcF,https://api.spotify.com/v1/tracks/7FcLgWXLFyAmDrKXIDNwcF,https://api.spotify.com/v1/audio-analysis/7FcLgWXLFyAmDrKXIDNwcF,212933,4,Metal,Gary Numan,https://open.spotify.com/track/7FcLgWXLFyAmDrKXIDNwcF,46,"new romantic, new wave, permanent wave, synthpop"
0.766,0.879,10,-5.484,0,0.055,0.04,0.346,0.0902,0.7,124.993,19R7Q8h3Q4MHorMB5qEXfK,https://api.spotify.com/v1/tracks/19R7Q8h3Q4MHorMB5qEXfK,https://api.spotify.com/v1/audio-analysis/19R7Q8h3Q4MHorMB5qEXfK,263454,4,Heartquake - Picard Brothers Remix,L'Impératrice,https://open.spotify.com/track/19R7Q8h3Q4MHorMB5qEXfK,47,"french indie pop, french indietronica, french synthpop, bedroom pop, dream pop"
0.698,0.83,7,-5.421,1,0.0342,0.003,0.59,0.09,0.674,124.004,0Pz21tEIrYH2teQMqffWN5,https://api.spotify.com/v1/tracks/0Pz21tEIrYH2teQMqffWN5,https://api.spotify.com/v1/audio-analysis/0Pz21tEIrYH2teQMqffWN5,277080,4,Autonomy (feat. Cooper B. Handy),Boy Harsher,https://open.spotify.com/track/0Pz21tEIrYH2teQMqffWN5,49,"grave wave, western mass indie, experimental indie"
0.602,0.93,5,-6.447,0,0.0903,0.00158,0.429,0.597,0.484,137.994,1Umcw4JF8pdCNLe1ltSCi9,https://api.spotify.com/v1/tracks/1Umcw4JF8pdCNLe1ltSCi9,https://api.spotify.com/v1/audio-analysis/1Umcw4JF8pdCNLe1ltSCi9,139670,4,My Love (Interlude),Tourist,https://open.spotify.com/track/1Umcw4JF8pdCNLe1ltSCi9,29,"chillwave, future garage, indie soul, indietronica, vapor soul"
0.791,0.966,7,-4.829,1,0.0496,0.0575,0.711,0.073,0.606,128.06,1kYlz5hWpg8Okxcg5nzS2A,https://api.spotify.com/v1/tracks/1kYlz5hWpg8Okxcg5nzS2A,https://api.spotify.com/v1/audio-analysis/1kYlz5hWpg8Okxcg5nzS2A,167812,4,Pega,Andruss,https://open.spotify.com/track/1kYlz5hWpg8Okxcg5nzS2A,49,"mexican tech house, tech house, deep house"
0.798,0.851,6,-7.108,1,0.0484,0.00233,0.57,0.0749,0.692,128.005,0JueG6VQgsYiPASAFdemVd,https://api.spotify.com/v1/tracks/0JueG6VQgsYiPASAFdemVd,https://api.spotify.com/v1/audio-analysis/0JueG6VQgsYiPASAFdemVd,242813,4,Mueve,Andruss,https://open.spotify.com/track/0JueG6VQgsYiPASAFdemVd,45,"mexican tech house, tech house, cumbia 420, cumbia pop, cumbia villera"
0.876,0.803,1,-5.092,0,0.054,0.213,0.398,0.0572,0.696,125.988,3d4lGcDN1FISRTBeBeGRoJ,https://api.spotify.com/v1/tracks/3d4lGcDN1FISRTBeBeGRoJ,https://api.spotify.com/v1/audio-analysis/3d4lGcDN1FISRTBeBeGRoJ,170953,4,Lo Que Soy,Wax Motif,https://open.spotify.com/track/3d4lGcDN1FISRTBeBeGRoJ,58,"bass house, electro house, tech house, big room, progressive electro house"
0.7,0.648,11,-7.759,1,0.0419,0.122,0.000239,0.0739,0.501,128.015,33hGrBcDLopVhjbCxRlHPC,https://api.spotify.com/v1/tracks/33hGrBcDLopVhjbCxRlHPC,https://api.spotify.com/v1/audio-analysis/33hGrBcDLopVhjbCxRlHPC,153281,4,The Edge,ESSEL,https://open.spotify.com/track/33hGrBcDLopVhjbCxRlHPC,60,tech house
0.824,0.87,1,-5.914,1,0.0696,0.000682,0.346,0.0707,0.494,129.959,55JldO2wWzdj87gNz351ZH,https://api.spotify.com/v1/tracks/55JldO2wWzdj87gNz351ZH,https://api.spotify.com/v1/audio-analysis/55JldO2wWzdj87gNz351ZH,180923,4,Tranquilao,Andruss,https://open.spotify.com/track/55JldO2wWzdj87gNz351ZH,46,"mexican tech house, tech house"
0.709,0.74,5,-5.783,1,0.0545,0.0353,0.0603,0.13,0.131,124.144,68c8qaChNLXdBvFPCSQz4d,https://api.spotify.com/v1/tracks/68c8qaChNLXdBvFPCSQz4d,https://api.spotify.com/v1/audio-analysis/68c8qaChNLXdBvFPCSQz4d,162581,4,Suavemente,KVSH,https://open.spotify.com/track/68c8qaChNLXdBvFPCSQz4d,52,"brazilian edm, trance brasileiro, brazilian edm"
0.811,0.88,8,-2.972,1,0.0628,0.254,0.00146,0.0475,0.915,124.12,7cpFmkNmh3MM0WqXPSbs9f,https://api.spotify.com/v1/tracks/7cpFmkNmh3MM0WqXPSbs9f,https://api.spotify.com/v1/audio-analysis/7cpFmkNmh3MM0WqXPSbs9f,267000,4,Suavemente,Elvis Crespo,https://open.spotify.com/track/7cpFmkNmh3MM0WqXPSbs9f,67,"latin pop, salsa, tropical"
0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4,One More Time,Daft Punk,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV,80,"electro, filter house, rock"
0.729,0.662,5,-7.191,0,0.337,0.00128,0.208,0.305,0.359,124.149,1mv4lh1rW1K6xhxhJmEezy,https://api.spotify.com/v1/tracks/1mv4lh1rW1K6xhxhJmEezy,https://api.spotify.com/v1/audio-analysis/1mv4lh1rW1K6xhxhJmEezy,260907,4,Music Sounds Better With You - Radio Edit,Stardust,https://open.spotify.com/track/1mv4lh1rW1K6xhxhJmEezy,74,"filter house, filter house, electrofox, filter house, filter house"
0.802,0.725,11,-3.392,1,0.102,0.165,0.0984,0.0782,0.347,129.984,5JZnjM9ijpit0d5zjT8MM7,https://api.spotify.com/v1/tracks/5JZnjM9ijpit0d5zjT8MM7,https://api.spotify.com/v1/audio-analysis/5JZnjM9ijpit0d5zjT8MM7,285413,4,Satisfaction,Benny Benassi,https://open.spotify.com/track/5JZnjM9ijpit0d5zjT8MM7,60,"dutch house, edm, electro house, pop dance"
0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/tracks/21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/audio-analysis/21qnJAMtzC6S5SESuqQLEK,320307,4,Pump Up The Jam,Technotronic,https://open.spotify.com/track/21qnJAMtzC6S5SESuqQLEK,72,"eurodance, hip house, new beat, synthpop"
0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,5Z8Dj3LtbyCMiwE86rhg2f,https://api.spotify.com/v1/tracks/5Z8Dj3LtbyCMiwE86rhg2f,https://api.spotify.com/v1/audio-analysis/5Z8Dj3LtbyCMiwE86rhg2f,285375,4,Marea (we’ve lost dancing),Fred again..,https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f,78,"edm, house, stutter house, edm"
0.958,0.77,9,-8.047,0,0.0843,0.166,0.0626,0.0553,0.94,117.98,2n2C5eahczWXA8mY08TqgR,https://api.spotify.com/v1/tracks/2n2C5eahczWXA8mY08TqgR,https://api.spotify.com/v1/audio-analysis/2n2C5eahczWXA8mY08TqgR,296680,4,Island Girl,Psychic Mirrors,https://open.spotify.com/track/2n2C5eahczWXA8mY08TqgR,35,"miami indie, synth funk"
0.625,0.756,7,-6.954,1,0.231,0.00933,0.00134,0.324,0.673,123.948,7qVLZuvzNjyiy3TVtEBwBE,https://api.spotify.com/v1/tracks/7qVLZuvzNjyiy3TVtEBwBE,https://api.spotify.com/v1/audio-analysis/7qVLZuvzNjyiy3TVtEBwBE,284027,4,When A Fire Starts To Burn,Disclosure,https://open.spotify.com/track/7qVLZuvzNjyiy3TVtEBwBE,50,"edm, house, indietronica, uk dance"
0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/tracks/1DunhgeZSEgWiIYbHqXl0c,https://api.spotify.com/v1/audio-analysis/1DunhgeZSEgWiIYbHqXl0c,255867,4,Latch,Disclosure,https://open.spotify.com/track/1DunhgeZSEgWiIYbHqXl0c,73,"edm, house, indietronica, uk dance, pop, uk pop"
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6,https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6,307154,4,Lady - Hear Me Tonight,Modjo,https://open.spotify.com/track/49X0LAl6faAusYq02PRAY6,81,"disco house, filter house"
0.929,0.573,6,-6.934,0,0.0511,0.0173,0.00347,0.122,0.305,128.037,4XXfQ8fBHMIgcygY4hV6RC,https://api.spotify.com/v1/tracks/4XXfQ8fBHMIgcygY4hV6RC,https://api.spotify.com/v1/audio-analysis/4XXfQ8fBHMIgcygY4hV6RC,237231,4,Raingurl,Yaeji,https://open.spotify.com/track/4XXfQ8fBHMIgcygY4hV6RC,64,"alternative r&b, art pop, escape room, experimental house"
0.833,0.822,7,-7.862,0,0.0702,0.45,0.635,0.479,0.784,120.788,0IRDLaO3ng5eyl4Po8hZXj,https://api.spotify.com/v1/tracks/0IRDLaO3ng5eyl4Po8hZXj,https://api.spotify.com/v1/audio-analysis/0IRDLaO3ng5eyl4Po8hZXj,205166,4,summer on the inside,warner case,https://open.spotify.com/track/0IRDLaO3ng5eyl4Po8hZXj,68,"filter house, french indietronica, indie soul, new french touch, nu disco"
0.87,0.362,11,-9.307,0,0.0646,0.17,0.00127,0.101,0.252,120.045,02VX51QXZlZcubvkm5mQGg,https://api.spotify.com/v1/tracks/02VX51QXZlZcubvkm5mQGg,https://api.spotify.com/v1/audio-analysis/02VX51QXZlZcubvkm5mQGg,170005,4,Control,Emmit Fenn,https://open.spotify.com/track/02VX51QXZlZcubvkm5mQGg,69,chill house
0.877,0.465,9,-11.719,1,0.455,0.394,0.00069,0.131,0.323,119.878,7J1idk8GVjvHVh76gMRQtl,https://api.spotify.com/v1/tracks/7J1idk8GVjvHVh76gMRQtl,https://api.spotify.com/v1/audio-analysis/7J1idk8GVjvHVh76gMRQtl,153000,4,OVERDOSE,MATVEÏ,https://open.spotify.com/track/7J1idk8GVjvHVh76gMRQtl,57,
0.716,0.917,6,-5.091,1,0.0331,0.123,0.396,0.0628,0.751,124.032,4O3APpGNhOldqDsPF8IaS5,https://api.spotify.com/v1/tracks/4O3APpGNhOldqDsPF8IaS5,https://api.spotify.com/v1/audio-analysis/4O3APpGNhOldqDsPF8IaS5,160669,4,Welcome To The People,JADED,https://open.spotify.com/track/4O3APpGNhOldqDsPF8IaS5,70,"tech house, uk dance"
0.76,0.807,10,-7.4,0,0.0501,0.145,0.000486,0.102,0.476,127.017,2RxDAFchouApF3yUwE6gxE,https://api.spotify.com/v1/tracks/2RxDAFchouApF3yUwE6gxE,https://api.spotify.com/v1/audio-analysis/2RxDAFchouApF3yUwE6gxE,158740,4,See In Color,Wax Motif,https://open.spotify.com/track/2RxDAFchouApF3yUwE6gxE,63,"bass house, electro house, tech house, uk dance"
0.519,0.734,10,-4.72,0,0.108,0.032,0.000662,0.379,0.429,158.81,45yj92asiOxf45vXfjeTwF,https://api.spotify.com/v1/tracks/45yj92asiOxf45vXfjeTwF,https://api.spotify.com/v1/audio-analysis/45yj92asiOxf45vXfjeTwF,163500,4,Uebok Gotta Run,Apashe,https://open.spotify.com/track/45yj92asiOxf45vXfjeTwF,56,"bass trap, russian hip hop, zhenskiy rep"
0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,0tAFy8LVdMQgW6A6Nq7olS,https://api.spotify.com/v1/tracks/0tAFy8LVdMQgW6A6Nq7olS,https://api.spotify.com/v1/audio-analysis/0tAFy8LVdMQgW6A6Nq7olS,195791,4,Do You?,TroyBoi,https://open.spotify.com/track/0tAFy8LVdMQgW6A6Nq7olS,60,"bass trap, electronic trap"
0.722,0.957,11,-4.898,1,0.0373,0.0229,0.776,0.238,0.174,128.033,2dyuozqGz5qOaC7xB11DGE,https://api.spotify.com/v1/tracks/2dyuozqGz5qOaC7xB11DGE,https://api.spotify.com/v1/audio-analysis/2dyuozqGz5qOaC7xB11DGE,219507,4,Breathe,Curbi,https://open.spotify.com/track/2dyuozqGz5qOaC7xB11DGE,47,"dutch house, edm, electro house, future house, pop dance, progressive electro house"
0.819,0.96,4,-0.166,1,0.0787,0.00374,0.605,0.0382,0.775,128.042,4A9kMqwijHsdsnkoluwkoJ,https://api.spotify.com/v1/tracks/4A9kMqwijHsdsnkoluwkoJ,https://api.spotify.com/v1/audio-analysis/4A9kMqwijHsdsnkoluwkoJ,157500,4,Your Body,Valentino Khan,https://open.spotify.com/track/4A9kMqwijHsdsnkoluwkoJ,50,"brostep, edm, electro house, electronic trap, moombahton, brostep, electro house, electronic trap"
0.555,0.676,9,-6.531,0,0.152,0.0144,0.00684,0.109,0.0649,85.889,3qL63QvSTHvC4Uw8eEhz4z,https://api.spotify.com/v1/tracks/3qL63QvSTHvC4Uw8eEhz4z,https://api.spotify.com/v1/audio-analysis/3qL63QvSTHvC4Uw8eEhz4z,165372,4,Supersonic (my existence),Skrillex,https://open.spotify.com/track/3qL63QvSTHvC4Uw8eEhz4z,63,"brostep, complextro, edm, electro, pop dance, breakbeat, brostep, complextro, deep dnb, drum and bass, dutch dnb, neurofunk, vapor twitch, hyperpop, proto-hyperpop"
0.723,0.903,8,-3.653,1,0.0593,0.114,0.0158,0.121,0.811,156.991,3ne63mn2I1EXKi6kwpqq5X,https://api.spotify.com/v1/tracks/3ne63mn2I1EXKi6kwpqq5X,https://api.spotify.com/v1/audio-analysis/3ne63mn2I1EXKi6kwpqq5X,113493,4,Torture Me (feat. Skrillex),100 gecs,https://open.spotify.com/track/3ne63mn2I1EXKi6kwpqq5X,53,"bubblegum bass, hyperpop, proto-hyperpop, brostep, complextro, edm, electro, pop dance"
0.752,0.752,7,-5.077,1,0.0383,0.309,0.719,0.0964,0.213,100.028,0WW8gTjIQdynk5r0hlv2xf,https://api.spotify.com/v1/tracks/0WW8gTjIQdynk5r0hlv2xf,https://api.spotify.com/v1/audio-analysis/0WW8gTjIQdynk5r0hlv2xf,230400,4,Fool,Rome in Silver,https://open.spotify.com/track/0WW8gTjIQdynk5r0hlv2xf,37,"future bass, vapor twitch"
0.824,0.506,5,-7.12,0,0.0291,0.124,0.0,0.113,0.654,130.717,2dURQIBrw3XcHyVZlfdpC1,https://api.spotify.com/v1/tracks/2dURQIBrw3XcHyVZlfdpC1,https://api.spotify.com/v1/audio-analysis/2dURQIBrw3XcHyVZlfdpC1,239693,4,Two of Hearts,Stacey Q,https://open.spotify.com/track/2dURQIBrw3XcHyVZlfdpC1,65,"freestyle, hi-nrg"
